2017 NAICS Code,title
423440.0,Other Commercial Equipment Merchant Wholesalers 
423450.0,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers "
423460.0,Ophthalmic Goods Merchant Wholesalers 
423490.0,Other Professional Equipment and Supplies Merchant Wholesalers 
423510.0,Metal Service Centers and Other Metal Merchant Wholesalers 
423520.0,Coal and Other Mineral and Ore Merchant Wholesalers 
423610.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers "
423620.0,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers "
423690.0,Other Electronic Parts and Equipment Merchant Wholesalers 
423710.0,Hardware Merchant Wholesalers 
423720.0,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
423730.0,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
423740.0,Refrigeration Equipment and Supplies Merchant Wholesalers 
423810.0,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
423820.0,Farm and Garden Machinery and Equipment Merchant Wholesalers 
423830.0,Industrial Machinery and Equipment Merchant Wholesalers 
423840.0,Industrial Supplies Merchant Wholesalers
423850.0,Service Establishment Equipment and Supplies Merchant Wholesalers 
423860.0,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
423910.0,Sporting and Recreational Goods and Supplies Merchant Wholesalers 
423920.0,Toy and Hobby Goods and Supplies Merchant Wholesalers 
423930.0,Recyclable Material Merchant Wholesalers 
423940.0,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers "
423990.0,Other Miscellaneous Durable Goods Merchant Wholesalers 
424110.0,Printing and Writing Paper Merchant Wholesalers 
424120.0,Stationery and Office Supplies Merchant Wholesalers 
424130.0,Industrial and Personal Service Paper Merchant Wholesalers 
424210.0,Drugs and Druggists' Sundries Merchant Wholesalers 
424310.0,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers "
424320.0,Men's and Boys' Clothing and Furnishings Merchant Wholesalers 
424330.0,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers "
424340.0,Footwear Merchant Wholesalers 
424410.0,General Line Grocery Merchant Wholesalers 
424420.0,Packaged Frozen Food Merchant Wholesalers 
424430.0,Dairy Product (except Dried or Canned) Merchant Wholesalers 
424440.0,Poultry and Poultry Product Merchant Wholesalers 
424450.0,Confectionery Merchant Wholesalers 
424460.0,Fish and Seafood Merchant Wholesalers 
424470.0,Meat and Meat Product Merchant Wholesalers 
424480.0,Fresh Fruit and Vegetable Merchant Wholesalers 
424490.0,Other Grocery and Related Products Merchant Wholesalers 
424510.0,Grain and Field Bean Merchant Wholesalers 
424520.0,Livestock Merchant Wholesalers 
424590.0,Other Farm Product Raw Material Merchant Wholesalers 
424610.0,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
424690.0,Other Chemical and Allied Products Merchant Wholesalers 
424710.0,Petroleum Bulk Stations and Terminals 
424720.0,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
424810.0,Beer and Ale Merchant Wholesalers 
424820.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
424910.0,Farm Supplies Merchant Wholesalers 
424920.0,"Book, Periodical, and Newspaper Merchant Wholesalers "
424930.0,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers "
424940.0,Tobacco and Tobacco Product Merchant Wholesalers 
424950.0,"Paint, Varnish, and Supplies Merchant Wholesalers "
424990.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers 
425110.0,Business to Business Electronic Markets 
425120.0,Wholesale Trade Agents and Brokers 
441110.0,New Car Dealers 
441120.0,Used Car Dealers 
441210.0,Recreational Vehicle Dealers 
441222.0,Boat Dealers 
441228.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers "
441310.0,Automotive Parts and Accessories Stores 
441320.0,Tire Dealers 
442110.0,Furniture Stores 
442210.0,Floor Covering Stores 
442291.0,Window Treatment Stores 
442299.0,All Other Home Furnishings Stores 
443141.0,Household Appliance Stores 
443142.0,Electronics Stores 
444110.0,Home Centers 
444120.0,Paint and Wallpaper Stores 
444130.0,Hardware Stores 
444190.0,Other Building Material Dealers 
444210.0,Outdoor Power Equipment Stores 
444220.0,"Nursery, Garden Center, and Farm Supply Stores "
445110.0,Supermarkets and Other Grocery (except Convenience) Stores 
445120.0,Convenience Stores 
445210.0,Meat Markets 
445220.0,Fish and Seafood Markets 
445230.0,Fruit and Vegetable Markets 
445291.0,Baked Goods Stores 
445292.0,Confectionery and Nut Stores 
445299.0,All Other Specialty Food Stores 
445310.0,"Beer, Wine, and Liquor Stores "
446110.0,Pharmacies and Drug Stores 
446120.0,"Cosmetics, Beauty Supplies, and Perfume Stores "
446130.0,Optical Goods Stores 
446191.0,Food (Health) Supplement Stores 
446199.0,All Other Health and Personal Care Stores 
447110.0,Gasoline Stations with Convenience Stores 
447190.0,Other Gasoline Stations 
448110.0,Men's Clothing Stores 
448120.0,Women's Clothing Stores 
448130.0,Children's and Infants' Clothing Stores 
448140.0,Family Clothing Stores 
448150.0,Clothing Accessories Stores 
448190.0,Other Clothing Stores 
448210.0,Shoe Stores 
448310.0,Jewelry Stores 
448320.0,Luggage and Leather Goods Stores 
451110.0,Sporting Goods Stores 
451120.0,"Hobby, Toy, and Game Stores "
451130.0,"Sewing, Needlework, and Piece Goods Stores "
451140.0,Musical Instrument and Supplies Stores 
451211.0,Book Stores 
451212.0,News Dealers and Newsstands 
452210.0,Department Stores 
452311.0,Warehouse Clubs and Supercenters 
452319.0,All Other General Merchandise Stores 
453110.0,Florists 
453210.0,Office Supplies and Stationery Stores 
453220.0,"Gift, Novelty, and Souvenir Stores "
453310.0,Used Merchandise Stores 
453910.0,Pet and Pet Supplies Stores 
453920.0,Art Dealers 
453930.0,Manufactured (Mobile) Home Dealers 
453991.0,Tobacco Stores 
453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) 
454110.0,Electronic Shopping and Mail-Order Houses 
454210.0,Vending Machine Operators 
454310.0,Fuel Dealers 
454390.0,Other Direct Selling Establishments 
481111.0,Scheduled Passenger Air Transportation 
481112.0,Scheduled Freight Air Transportation 
481211.0,Nonscheduled Chartered Passenger Air Transportation 
481212.0,Nonscheduled Chartered Freight Air Transportation 
481219.0,Other Nonscheduled Air Transportation 
482111.0,Line-Haul Railroads 
482112.0,Short Line Railroads 
483111.0,Deep Sea Freight Transportation 
483112.0,Deep Sea Passenger Transportation 
483113.0,Coastal and Great Lakes Freight Transportation 
483114.0,Coastal and Great Lakes Passenger Transportation 
483211.0,Inland Water Freight Transportation 
483212.0,Inland Water Passenger Transportation 
484110.0,"General Freight Trucking, Local "
484121.0,"General Freight Trucking, Long-Distance, Truckload "
484122.0,"General Freight Trucking, Long-Distance, Less Than Truckload "
484210.0,Used Household and Office Goods Moving
484220.0,"Specialized Freight (except Used Goods) Trucking, Local "
484230.0,"Specialized Freight (except Used Goods) Trucking, Long-Distance "
485111.0,Mixed Mode Transit Systems 
485112.0,Commuter Rail Systems 
485113.0,Bus and Other Motor Vehicle Transit Systems 
485119.0,Other Urban Transit Systems 
485210.0,Interurban and Rural Bus Transportation
485310.0,Taxi Service 
485320.0,Limousine Service
485410.0,School and Employee Bus Transportation
485510.0,Charter Bus Industry
485991.0,Special Needs Transportation 
485999.0,All Other Transit and Ground Passenger Transportation 
486110.0,Pipeline Transportation of Crude Oil
486210.0,Pipeline Transportation of Natural Gas
486910.0,Pipeline Transportation of Refined Petroleum Products
486990.0,All Other Pipeline Transportation
487110.0,"Scenic and Sightseeing Transportation, Land"
487210.0,"Scenic and Sightseeing Transportation, Water"
487990.0,"Scenic and Sightseeing Transportation, Other"
488111.0,Air Traffic Control
488119.0,Other Airport Operations 
488190.0,Other Support Activities for Air Transportation
488210.0,Support Activities for Rail Transportation
488310.0,Port and Harbor Operations
488320.0,Marine Cargo Handling
488330.0,Navigational Services to Shipping 
488390.0,Other Support Activities for Water Transportation
488410.0,Motor Vehicle Towing
488490.0,Other Support Activities for Road Transportation 
488510.0,Freight Transportation Arrangement 
488991.0,Packing and Crating 
488999.0,All Other Support Activities for Transportation 
491110.0,Postal Service
492110.0,Couriers and Express Delivery Services
492210.0,Local Messengers and Local Delivery
493110.0,General Warehousing and Storage 
493120.0,Refrigerated Warehousing and Storage
493130.0,Farm Product Warehousing and Storage
493190.0,Other Warehousing and Storage
511110.0,Newspaper Publishers 
511120.0,Periodical Publishers 
511130.0,Book Publishers 
511140.0,Directory and Mailing List Publishers 
511191.0,Greeting Card Publishers 
511199.0,All Other Publishers 
511210.0,Software Publishers
512110.0,Motion Picture and Video Production 
512120.0,Motion Picture and Video Distribution
512131.0,Motion Picture Theaters (except Drive-Ins) 
512132.0,Drive-In Motion Picture Theaters 
512191.0,Teleproduction and Other Postproduction Services 
512199.0,Other Motion Picture and Video Industries 
512230.0,Music Publishers
512240.0,Sound Recording Studios
512250.0,Record Production and Distribution
512290.0,Other Sound Recording Industries
515111.0,Radio Networks 
515112.0,Radio Stations 
515120.0,Television Broadcasting
515210.0,Cable and Other Subscription Programming
517311.0,Wired Telecommunications Carriers 
517312.0,Wireless Telecommunications Carriers (except Satellite)
517410.0,Satellite Telecommunications
517911.0,Telecommunications Resellers 
517919.0,All Other Telecommunications 
518210.0,"Data Processing, Hosting, and Related Services"
519110.0,News Syndicates
519120.0,Libraries and Archives 
519130.0,Internet Publishing and Broadcasting and Web Search Portals
519190.0,All Other Information Services
521110.0,Monetary Authorities-Central Bank
522110.0,Commercial Banking 
522120.0,Savings Institutions 
522130.0,Credit Unions 
522190.0,Other Depository Credit Intermediation 
522210.0,Credit Card Issuing 
522220.0,Sales Financing 
522291.0,Consumer Lending 
522292.0,Real Estate Credit 
522293.0,International Trade Financing 
522294.0,Secondary Market Financing 
522298.0,All Other Nondepository Credit Intermediation 
522310.0,Mortgage and Nonmortgage Loan Brokers 
522320.0,"Financial Transactions Processing, Reserve, and Clearinghouse Activities "
522390.0,Other Activities Related to Credit Intermediation 
523110.0,Investment Banking and Securities Dealing 
523120.0,Securities Brokerage 
523130.0,Commodity Contracts Dealing 
523140.0,Commodity Contracts Brokerage 
523210.0,Securities and Commodity Exchanges
523910.0,Miscellaneous Intermediation 
523920.0,Portfolio Management 
523930.0,Investment Advice 
523991.0,"Trust, Fiduciary, and Custody Activities "
523999.0,Miscellaneous Financial Investment Activities 
524113.0,Direct Life Insurance Carriers 
524114.0,Direct Health and Medical Insurance Carriers 
524126.0,Direct Property and Casualty Insurance Carriers 
524127.0,Direct Title Insurance Carriers 
524128.0,"Other Direct Insurance (except Life, Health, and Medical) Carriers "
524130.0,Reinsurance Carriers 
524210.0,Insurance Agencies and Brokerages 
524291.0,Claims Adjusting 
524292.0,Third Party Administration of Insurance and Pension Funds 
524298.0,All Other Insurance Related Activities 
525110.0,Pension Funds 
525120.0,Health and Welfare Funds 
525190.0,Other Insurance Funds 
525910.0,Open-End Investment Funds 
525920.0,"Trusts, Estates, and Agency Accounts "
525990.0,Other Financial Vehicles 
531110.0,Lessors of Residential Buildings and Dwellings 
531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
531130.0,Lessors of Miniwarehouses and Self-Storage Units 
531190.0,Lessors of Other Real Estate Property 
531210.0,Offices of Real Estate Agents and Brokers
531311.0,Residential Property Managers 
531312.0,Nonresidential Property Managers 
531320.0,Offices of Real Estate Appraisers 
531390.0,Other Activities Related to Real Estate 
532111.0,Passenger Car Rental 
532112.0,Passenger Car Leasing 
532120.0,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing "
532210.0,Consumer Electronics and Appliances Rental
532281.0,Formal Wear and Costume Rental
532282.0,Video Tape and Disc Rental
532283.0,Home Health Equipment Rental 
532284.0,Recreational Goods Rental 
532289.0,All Other Consumer Goods Rental 
532310.0,General Rental Centers
532411.0,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing "
532412.0,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing "
532420.0,Office Machinery and Equipment Rental and Leasing
532490.0,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
533110.0,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
541110.0,Offices of Lawyers
541120.0,Offices of Notaries
541191.0,Title Abstract and Settlement Offices 
541199.0,All Other Legal Services 
541211.0,Offices of Certified Public Accountants 
541213.0,Tax Preparation Services 
541214.0,Payroll Services 
541219.0,Other Accounting Services 
541310.0,Architectural Services
541320.0,Landscape Architectural Services
541330.0,Engineering Services
541340.0,Drafting Services
541350.0,Building Inspection Services
541360.0,Geophysical Surveying and Mapping Services
541370.0,Surveying and Mapping (except Geophysical) Services
541380.0,Testing Laboratories
541410.0,Interior Design Services
541420.0,Industrial Design Services
541430.0,Graphic Design Services
541490.0,Other Specialized Design Services
541511.0,Custom Computer Programming Services 
541512.0,Computer Systems Design Services 
541513.0,Computer Facilities Management Services 
541519.0,Other Computer Related Services
541611.0,Administrative Management and General Management Consulting Services 
541612.0,Human Resources Consulting Services 
541613.0,Marketing Consulting Services 
541614.0,"Process, Physical Distribution, and Logistics Consulting Services "
541618.0,Other Management Consulting Services 
541620.0,Environmental Consulting Services
541690.0,Other Scientific and Technical Consulting Services
541713.0,Research and Development in Nanotechnology 
541714.0,Research and Development in Biotechnology (except Nanobiotechnology)
541715.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) "
541720.0,Research and Development in the Social Sciences and Humanities 
541810.0,Advertising Agencies
541820.0,Public Relations Agencies
541830.0,Media Buying Agencies
541840.0,Media Representatives
541850.0,Outdoor Advertising
541860.0,Direct Mail Advertising
541870.0,Advertising Material Distribution Services
541890.0,Other Services Related to Advertising 
541910.0,Marketing Research and Public Opinion Polling
541921.0,"Photography Studios, Portrait "
541922.0,Commercial Photography 
541930.0,Translation and Interpretation Services
541940.0,Veterinary Services 
541990.0,"All Other Professional, Scientific, and Technical Services"
551111.0,Offices of Bank Holding Companies 
551112.0,Offices of Other Holding Companies 
551114.0,"Corporate, Subsidiary, and Regional Managing Offices "
561110.0,Office Administrative Services
561210.0,Facilities Support Services
561311.0,Employment Placement Agencies 
561312.0,Executive Search Services 
561320.0,Temporary Help Services
561330.0,Professional Employer Organizations
561410.0,Document Preparation Services
561421.0,Telephone Answering Services 
561422.0,Telemarketing Bureaus and Other Contact Centers 
561431.0,Private Mail Centers 
561439.0,Other Business Service Centers (including Copy Shops) 
561440.0,Collection Agencies
561450.0,Credit Bureaus
561491.0,Repossession Services 
561492.0,Court Reporting and Stenotype Services 
561499.0,All Other Business Support Services 
561510.0,Travel Agencies
561520.0,Tour Operators
561591.0,Convention and Visitors Bureaus 
561599.0,All Other Travel Arrangement and Reservation Services 
561611.0,Investigation Services 
561612.0,Security Guards and Patrol Services 
561613.0,Armored Car Services 
561621.0,Security Systems Services (except Locksmiths) 
561622.0,Locksmiths 
561710.0,Exterminating and Pest Control Services
561720.0,Janitorial Services 
561730.0,Landscaping Services
561740.0,Carpet and Upholstery Cleaning Services
561790.0,Other Services to Buildings and Dwellings 
561910.0,Packaging and Labeling Services
561920.0,Convention and Trade Show Organizers
561990.0,All Other Support Services
562111.0,Solid Waste Collection 
562112.0,Hazardous Waste Collection 
562119.0,Other Waste Collection 
562211.0,Hazardous Waste Treatment and Disposal 
562212.0,Solid Waste Landfill 
562213.0,Solid Waste Combustors and Incinerators 
562219.0,Other Nonhazardous Waste Treatment and Disposal 
562910.0,Remediation Services 
562920.0,Materials Recovery Facilities 
562991.0,Septic Tank and Related Services 
562998.0,All Other Miscellaneous Waste Management Services 
611110.0,Elementary and Secondary Schools 
611210.0,Junior Colleges 
611310.0,"Colleges, Universities, and Professional Schools "
611410.0,Business and Secretarial Schools 
611420.0,Computer Training 
611430.0,Professional and Management Development Training 
611511.0,Cosmetology and Barber Schools 
611512.0,Flight Training 
611513.0,Apprenticeship Training 
611519.0,Other Technical and Trade Schools 
611610.0,Fine Arts Schools 
611620.0,Sports and Recreation Instruction 
611630.0,Language Schools 
611691.0,Exam Preparation and Tutoring 
611692.0,Automobile Driving Schools 
611699.0,All Other Miscellaneous Schools and Instruction 
611710.0,Educational Support Services
621111.0,Offices of Physicians (except Mental Health Specialists) 
621112.0,"Offices of Physicians, Mental Health Specialists "
621210.0,Offices of Dentists 
621310.0,Offices of Chiropractors 
621320.0,Offices of Optometrists
621330.0,Offices of Mental Health Practitioners (except Physicians) 
621340.0,"Offices of Physical, Occupational and Speech Therapists, and Audiologists "
621391.0,Offices of Podiatrists 
621399.0,Offices of All Other Miscellaneous Health Practitioners 
621410.0,Family Planning Centers 
621420.0,Outpatient Mental Health and Substance Abuse Centers 
621491.0,HMO Medical Centers 
621492.0,Kidney Dialysis Centers 
621493.0,Freestanding Ambulatory Surgical and Emergency Centers 
621498.0,All Other Outpatient Care Centers 
621511.0,Medical Laboratories 
621512.0,Diagnostic Imaging Centers 
621610.0,Home Health Care Services
621910.0,Ambulance Services 
621991.0,Blood and Organ Banks 
621999.0,All Other Miscellaneous Ambulatory Health Care Services 
622110.0,General Medical and Surgical Hospitals 
622210.0,Psychiatric and Substance Abuse Hospitals 
622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals 
623110.0,Nursing Care Facilities (Skilled Nursing Facilities) 
623210.0,Residential Intellectual and Developmental Disability Facilities 
623220.0,Residential Mental Health and Substance Abuse Facilities 
623311.0,Continuing Care Retirement Communities 
623312.0,Assisted Living Facilities for the Elderly 
623990.0,Other Residential Care Facilities 
624110.0,Child and Youth Services 
624120.0,Services for the Elderly and Persons with Disabilities 
624190.0,Other Individual and Family Services 
624210.0,Community Food Services 
624221.0,Temporary Shelters 
624229.0,Other Community Housing Services 
624230.0,Emergency and Other Relief Services 
624310.0,Vocational Rehabilitation Services 
624410.0,Child Day Care Services 
711110.0,Theater Companies and Dinner Theaters 
711120.0,Dance Companies 
711130.0,Musical Groups and Artists 
711190.0,Other Performing Arts Companies 
711211.0,Sports Teams and Clubs 
711212.0,Racetracks 
711219.0,Other Spectator Sports 
711310.0,"Promoters of Performing Arts, Sports, and Similar Events with Facilities "
711320.0,"Promoters of Performing Arts, Sports, and Similar Events without Facilities "
711410.0,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
711510.0,"Independent Artists, Writers, and Performers "
712110.0,Museums 
712120.0,Historical Sites
712130.0,Zoos and Botanical Gardens 
712190.0,Nature Parks and Other Similar Institutions
713110.0,Amusement and Theme Parks 
713120.0,Amusement Arcades
713210.0,Casinos (except Casino Hotels)
713290.0,Other Gambling Industries 
713910.0,Golf Courses and Country Clubs
713920.0,Skiing Facilities
713930.0,Marinas
713940.0,Fitness and Recreational Sports Centers 
713950.0,Bowling Centers
713990.0,All Other Amusement and Recreation Industries 
721110.0,Hotels (except Casino Hotels) and Motels 
721120.0,Casino Hotels
721191.0,Bed-and-Breakfast Inns 
721199.0,All Other Traveler Accommodation 
721211.0,RV (Recreational Vehicle) Parks and Campgrounds 
721214.0,Recreational and Vacation Camps (except Campgrounds) 
721310.0,"Rooming and Boarding Houses, Dormitories, and Workers' Camps "
722310.0,Food Service Contractors
722320.0,Caterers
722330.0,Mobile Food Services
722410.0,Drinking Places (Alcoholic Beverages) 
722511.0,Full-Service Restaurants 
722513.0,Limited-Service Restaurants 
722514.0,"Cafeterias, Grill Buffets, and Buffets "
722515.0,Snack and Nonalcoholic Beverage Bars 
811111.0,General Automotive Repair 
811112.0,Automotive Exhaust System Repair 
811113.0,Automotive Transmission Repair 
811118.0,Other Automotive Mechanical and Electrical Repair and Maintenance 
811121.0,"Automotive Body, Paint, and Interior Repair and Maintenance "
811122.0,Automotive Glass Replacement Shops 
811191.0,Automotive Oil Change and Lubrication Shops 
811192.0,Car Washes 
811198.0,All Other Automotive Repair and Maintenance 
811211.0,Consumer Electronics Repair and Maintenance 
811212.0,Computer and Office Machine Repair and Maintenance 
811213.0,Communication Equipment Repair and Maintenance 
811219.0,Other Electronic and Precision Equipment Repair and Maintenance 
811310.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
811411.0,Home and Garden Equipment Repair and Maintenance 
811412.0,Appliance Repair and Maintenance 
811420.0,Reupholstery and Furniture Repair
811430.0,Footwear and Leather Goods Repair
811490.0,Other Personal and Household Goods Repair and Maintenance 
812111.0,Barber Shops 
812112.0,Beauty Salons 
812113.0,Nail Salons 
812191.0,Diet and Weight Reducing Centers 
812199.0,Other Personal Care Services 
812210.0,Funeral Homes and Funeral Services 
812220.0,Cemeteries and Crematories 
812310.0,Coin-Operated Laundries and Drycleaners 
812320.0,Drycleaning and Laundry Services (except Coin-Operated) 
812331.0,Linen Supply 
812332.0,Industrial Launderers 
812910.0,Pet Care (except Veterinary) Services 
812921.0,Photofinishing Laboratories (except One-Hour) 
812922.0,One-Hour Photofinishing 
812930.0,Parking Lots and Garages 
812990.0,All Other Personal Services 
813110.0,Religious Organizations 
813211.0,Grantmaking Foundations 
813212.0,Voluntary Health Organizations 
813219.0,Other Grantmaking and Giving Services 
813311.0,Human Rights Organizations 
813312.0,"Environment, Conservation and Wildlife Organizations "
813319.0,Other Social Advocacy Organizations 
813410.0,Civic and Social Organizations 
813910.0,Business Associations 
813920.0,Professional Organizations 
813930.0,Labor Unions and Similar Labor Organizations 
813940.0,Political Organizations 
813990.0,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) "
814110.0,Private Households
921110.0,Executive Offices 
921120.0,Legislative Bodies 
921130.0,Public Finance Activities 
921140.0,"Executive and Legislative Offices, Combined "
921150.0,American Indian and Alaska Native Tribal Governments 
921190.0,Other General Government Support 
922110.0,Courts 
922120.0,Police Protection 
922130.0,Legal Counsel and Prosecution 
922140.0,Correctional Institutions 
922150.0,Parole Offices and Probation Offices 
922160.0,Fire Protection 
922190.0,"Other Justice, Public Order, and Safety Activities "
923110.0,Administration of Education Programs 
923120.0,Administration of Public Health Programs 
923130.0,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) "
923140.0,Administration of Veterans' Affairs 
924110.0,Administration of Air and Water Resource and Solid Waste Management Programs 
924120.0,Administration of Conservation Programs 
925110.0,Administration of Housing Programs 
925120.0,Administration of Urban Planning and Community and Rural Development 
926110.0,Administration of General Economic Programs 
926120.0,Regulation and Administration of Transportation Programs 
926130.0,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities "
926140.0,Regulation of Agricultural Marketing and Commodities 
926150.0,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors "
927110.0,Space Research and Technology 
928110.0,National Security 
928120.0,International Affairs 
